Thomas Harris,411
Edward Rutherfurd,412
Margaret Atwood,413
Dorothy Allison,414
Maya Angelou,415
Edith Wharton,416
Mary Brave Bird,417
John G. Neihardt,418
Vine Deloria Jr.,419
Roland Warren,420
Johnny Molloy,421
James McCourt,422
Wayne Koestenbaum,423
Elizabeth Wurtzel,424
Bill Bradley,425
Don Miguel Ruiz,426
Paul Lester,427
Leo Tolstoy,428
Simon Nye,429
Robert A Johnson,430
Marc Gascoigne,431
Stephanie Maze,432
Sandra Dallas,433
Anne McCaffrey,434
David Gemmell,435
Laura Zigman,436
Margaret Truman,437
Mark C. Young,438
Paula Danziger,439
Tony Ross,440
Richard A. Lupoff,441
Bruce Coville,442
Carrie A. Bebris,443
Ellen Carol Dubois,444
Candice F. Ransom,445
Sam Bobrick,446
Julie Stein,447
Price Stern Sloan,448
Anna,449
 And Vogel,450
 Malvina (Editor) Sewell,451
Marian Leighton,452
Donna K. Grosvenor,453
James L. Stanfield,454
Mary Wollstonecraft Shelley,455
D. J. Arneson,456
Eva Clif,457
Valerie Block,458
Luanne Rice,459
Ellen Gilchrist,460
Tim Gautreaux,461
Richard Russo,462
Jostein Gaarder,463
Anna Quindlen,464
Diane Johnson,465
Wally Lamb,466
Adeline Yen Mah,467
Barbara Ehrenreich,468
Dorothy Dunnett,469
John LeCarre,470
Singer Media Corporation,471
Emily Dickinson,472
Hazel Harrison,473
Joseph Girzone,474
Joseph F. Girzone,475
Lorraine Anderson,476
Ad Hudler,477
Josephine Carlton,478
Ted L. Nancy,479
Jerry Seinfeld,480
Francis Wheen,481
Ellen Rimbauer,482
Joyce Reardon,483
Steven Rimbauer,484
Sidney Sheldon,485
Christopher Moore,486
Pamela Johnson,487
Robert Lacey,488
Tim Dorsey,489
Jodi Compton,490
Elmore Leonard,491
Lynn Coady,492
John Lawton,493
Eileen Yin-Fei Lo,494
Tilden Edwards,495
Vikram Seth,496
Elizabeth Gaskell,497
Elizabeth Porges Watson,498
Anita Diamant,499
Lauren Haney,500
Gerald Stern,501
Martha Grimes,502
Henry James,503
Sarah Orne Jewett,504
William Carlos Williams,505
Rh Value Publishing,506
Harry Kemelman,507
Mil Millington,508
Suzanne G. Farnham,509
Joseph P. Gill,510
R. Taylor McLean,511
Czeslaw Milosz,512
Margaret Guenther,513
Roberto Juarroz,514
Mary Crow,515
Hans Kmoch,516
Barnie F. Winkelman,517
Emma Mclaughlin,518
Nicola Kraus,519
Paul Jennings,520
Mark E. Neely Jr.,521
Stephen J. Weininger,522
Frank R. Stermitz,523
Larry Katzenstein,524
David Steinman,525
Alfie Kohn,526
Paula Polk Lillard,527
David Lewis,528
Billie Livingston,529
Adele Lang,530
Jen Banbury,531
Patricia Daniels Cornwell,532
Catherine Coulter,533
Dominick Dunne,534
Clive Cussler,535
John Pascal,536
Carl Hiaasen,537
Diane Stevenson,538
Jonathan Safran Foer,539
Francesca Marciano,540
Julia Glass,541
Tawni O'Dell,542
Jennifer Weiner,543
Danielle Steel,544
Leon Hale,545
Russell Banks,546
Samuel Taylor Coleridge,547
BRADLEY P WARSHAUER,548
Bradley P. Warshauer,549
Bobbie Ann Mason,550
Karen Robards,551
Emma Lathen,552
Faye Kellerman,553
Jacquelyn Mitchard,554
Diane Mott Davidson,555
Candace Bushnell,556
Kristin Hannah,557
Michael Marshall,558
Allen Widome,559
Wilbur Smith,560
Mike Thaler,561
Jared Lee,562
Michael Slade,563
John Sandford,564
John Camp,565
Tami Hoag,566
Ted Dekker,567
Angela Hunt,568
C. S. Lewis,569
C. S Lewis,570
Will Eisner,571
Robin Cook,572
E. Lynn Harris,573
Linda Goodman,574
Anne Rice,575
Judith Rossner,576
Marilyn French,577
Wayne W. Dyer,578
Armistead Maupin,579
Julie Morgenstern,580
Peter Straub,581
James Maybrick,582
Shirley Harrison,583
Barbara Taylor Bradford,584
Lisa Jackson,585
Sharyn McCrumb,586
Cokie Roberts,587
Shana Corey,588
Mark Teague,589
Jesse S. Ostrow,590
Charles Shaw,591
Justine Korman,592
Bill Langley,593
Ron Dias,594
Walt Disney P,595
Patricia Reilly Giff,596
Beverly Cleary,597
K.A. Applegate,598
Jane Yolen,599
Golden Books,600
Marvin Miller,601
Craig Boldman,602
H. G. Wells,603
Raymond James,604
Jim Deal,605
Bobbie Kalman,606
Mercedes Lackey,607
Dorothy Gilman,608
MoveOn.org,609
Christopher Finch,610
Charles Frazier,611
Julia Spencer-Fleming,612
Fannie Flagg,613
Laura Ingall Wilder,614
Brooke Zimmer,615
John Fontana,616
Lisa Gardner,617
Tracy Dockray,618
Gertrude Chandler Warner,619
Lynn S. Hightower,620
Eric Schlosser,621
Suzanne Brockmann,622
Gail Carson Levine,623
Frances Kuffel,624
Susan Conant,625
David Schickler,626
Judith McNaught,627
JANET EVANOVICH,628
Sylvia Plath,629
Ilona Koidahl,630
Fern Michaels,631
Betsy Byars,632
Bruce Sterling,633
Sarah Ban Breathnach,634
Alice Hoffman,635
Lisa Scottoline,636
Spencer Johnson,637
Kenneth Blanchard,638
David Feldman,639
Kas Schwan,640
Richard Bausch,641
Katie Fforde,642
James Burke,643
Bliss Broyard,644
Sara Paretsky,645
Charles Webb,646
Elizabeth Benedict,647
Stanley Morison; Brooke Crutchley (editor); Mike P,648
Henry Miller,649
David Whyte,650
Thomas Cummings,651
Warren Bennis,652
Gretchen M. Spreitze,653
Martha Beck,654
Desmond Tutu,655
Clayborne Carson,656
Kris Shepard,657
Andrew Young,658
Jack Kerouac,659
Ann Charters,660
Martin Buber,661
Walter Kaufmann,662
Niccolò Machiavelli,663
N. H. Thompson,664
Paul Monette,665
Ernest Hemingway,666
Melody Carlson,667
Alisa Kwitney,668
Billie Letts,669
Melissa Bank,670
Rena Kornreich Gelissen,671
Heather Dune Macadam,672
Moon Unit Zappa,673
Ted Mooney,674
Susan Wiggs,675
Gwyn Hyman Rubio,676
Elisabeth Robinson,677
Audrey Niffenegger,678
Tim Farrington,679
Chaim Potok,680
Scott Spencer,681
V. S. Naipaul,682
Jean Giono,683
Anne-Marie Marina-Médiavilla,684
Alain-Fournier,685
Daniel Leuwers,686
Erich Maria Remarque,687
Alzir Hella,688
Olivier Bournac,689
Roy Lewis,690
René Barjavel,691
Alexandra David-Néel,692
Charles Baudelaire,693
Marie-Jeanne Durry,694
Yves Florenn,695
Jacques Chambon,696
Henri Robillot,697
Radiguet,698
Emile Zola,699
Henri Mitterand,700
Willi Glasauer,701
Louis Pergaud,702
Collectif,703
Robert A. (Anson) Heinlein,704
Sten Nadolny,705
Cheryl Benard,706
Edit Schlaffer,707
Christa Wichterich,708
John Blofeld,709
Christine Obbo,710
Peter B Heim,711
Hera Lind,712
Jane Hamilton,713
Jack Higgins,714
Max Allan Collins,715
David Guterson,716
Bernhard Schlink,717
Carol Brown Janeway,718
Eric Jerome Dickey,719
Patricia Gaffney,720
Richard Paul Evans,721
Marc Levy,722
Laney Katz Becker,723
Vladimir Nabokov,724
Jennifer Lauck,725
Joe Keenan,726
Jeanne Ray,727
Tony Parsons,728
Jane McCafferty,729
Laura Esquivel,730
Cathleen Toelke,731
Carol &amp; Thomas,732
J.R.R. Tolkien,733
Venise Berry,734
Jan Karon,735
Cormac McCarthy,736
Carol Higgins Clark,737
Andrew Gross,738
Travis Thrasher,739
John McEnroe,740
John Kaplan,741
Sally Mandel,742
Linda Lay Shuler,743
Janet Dailey,744
Claude Lanzmann,745
Simone De Beauvoir,746
Lemony Snicket,747
Brett Helquist,748
Matthew Thomas,749
Boris Vian,750
Noël Arnaud,751
Claude Couffon,752
Luis Sepulveda,753
Hubert Selby,754
Jacob Weisberg,755
David Lodge,756
Lily Seafield,757
Philip Ardagh,758
Iain Banks,759
David Crombie,760
John Steinbeck,761
Michael O'Mara,762
Richard Brassey,763
William Vance,764
Jean Van Hamme,765
R. W. Holder,766
From The Editors Of Southwater,767
Bernard Werber,768
Andy Sloss,769
Allan Zola Kronzek,770
Elizabeth Kronzek,771
Charles L Squire,772
Gordon Jarvie,773
Alan Spence,774
Helene Siegel,775
Karen Gillingham,776
A A Milne,777
A. A. Milne,778
Eric Thompson,779
Elizabeth Strout,780
David Sedaris,781
Leslie Feinberg,782
Chris Anne Wolfe,783
Lauren Sanders,784
Gael Baudino,785
Lauren Maddison,786
Carol Anshaw,787
Jean Stewart,788
Emma Donoghue,789
Deborah E. McDowell,790
Karen X. Tulchinsky,791
Jill Thompson,792
Jody Seay,793
Manda Scott,794
Jeff Foxworthy,795
Terry Brooks,796
A.C. Crispin,797
Madelyn Arnold,798
Tamora Pierce,799
Carolyn Chute,800
Sara Orwig,801
Melisa Michaels,802
Isobel Bird,803
Frederik Pohl,804
C. M. Kornbluth,805
Vonda McIntyre,806
John Varley,807
Nancy Garden,808
Nicola Griffith,809
Julie Campbell,810
Lee Smith,811
Jacqueline Woodson,812
Pat Summitt,813
Richard Belzer,814
Nick Hornby,815
Colleen McCullough,816
Andrew L Johnson,817
Marian Babson,818
Kathleen O'Neal Gear,819
W. Michael Gear,820
Paul Phifer,821
Peter Hoeg,822
Erma Bombeck,823
John Mortimer,824
E.L. Doctorow,825
Simon Schama,826
Frank Waters,827
Karen Hesse,828
Kenneth Oppel,829
S.D. Schindler,830
Carol Ryrie Brink,831
Richard Mantel,832
K. A. Applegate,833
Pauline Baynes,834
Shelly Roberts,835
Diane Duane,836
Carolee Brockman,837
Rachel Roberts,838
Shelley Roberts,839
Lensey Namioka,840
Jackie Eileen Behrend,841
Andrew Clements,842
Brian Selznick,843
Lois Lowry,844
Brother Yun,845
Paul Hattaway,846
Katherine Khodorowsky,847
Milena Moser,848
Patricia Highsmith,849
Gabriele Conrad,850
Lore Straßl,851
Jürgen Speh,852
Till R. Lohmeyer,853
Gabriele,854
Stephen R. Donaldson,855
Todd Herzog,856
Sander Gilman,857
John Borneman,858
Robert S. McElvaine,859
Bram Stoker,860
Michael A. Stackpole,861
Langston Hughes,862
Carol Matthews,863
Carole Matthews,864
Jacqueline L. Tobin,865
Raymond G. Dobard,866
Maude S. Wah,867
Marion Zimmer Bradley,868
Andrei Codrescu,869
Carolyne Aarsen,870
Jack Chapman,871
Anthony J Alessandra,872
Charles R Swindoll,873
Orson Scott Card,874
V. A. Howard,875
J. H. Barton,876
Steve Pieczenik,877
Walter P. Wilson,878
Bruce Fries,879
Marty Fries,880
Rush Limbaugh,881
Anne Dingus,882
Kate Chopin,883
Kirk Kazanjian,884
Donald Merriam Allen,885
William R. Maples,886
Michael Browning,887
Carl Hausman,888
Richard Peck,889
Michael Connelly,890
John Lescroart,891
John Jakes,892
Alice McDermott,893
Hilary Bailey,894
Howard Fast,895
Jessica Fletcher,896
Donald Bain,897
Eileen Goudge,898
Arnette Lamb,899
Piers A. Jacob,900
Michael Schulte,901
Walter Cronkite,902
Tom Mula,903
Lois Faye Dyer,904
Sharon Lamb,905
Sir Arthur Conan Doyle,906
Agatha Christie,907
Mark Cohen,908
Sherry Shahan,909
Betsy Haynes,910
Helen R. Myers,911
Della Rowland,912
Irving Adler,913
Elizabeth Peters,914
Shirlee Busbee,915
Emily Brontë,916
Frank Peretti,917
John A. Keel,918
Jan Gabriel,919
Rebecca Winters,920
Meg Cabot,921
Tanith Lee,922
Cathy Thacker,923
Richard Burton,924
Beverly Hastings,925
Savinien Cyrano De Bergerac,926
G. Strachan,927
James C. Robertson,928
Teresa Southwick,929
Barbara H. Solomon,930
Judith Guest,931
Sandra Field,932
Helen Brooks,933
Blanche Fisher Wright,934
Blanche Fish Wright,935
George Gately,936
Dean R. Koontz,937
James Lee Burke,938
Michael Chabon,939
Barbara Michaels,940
Norton Juster,941
Jules Feiffer,942
Michael Blake,943
John Bellairs,944
Carole Nelson Douglas,945
William Goldman,946
Marc Reisner,947
Mark Bowden,948
Jonathan Pearce,949
Emily Bronte,950
Alain De Botton,951
Chuck Palahniuk,952
E. Annie Proulx,953
Adam Davies,954
Harry M. Walker,955
Nicholas Evans,956
L.M. Montgomery,957
Hermann Vinke,958
David Mitchell,959
Charles Bukowski,960
Haruki Murakami,961
Jay Rubin,962
Frances Hodgson Burnett,963
Gabriela Dellosso,964
Patricia C. Wrede,965
Jack London,966
Alex Kershaw,967
Bruce Wilkinson,968
David Kopp,969
Malcolm Goodway,970
Ann-Marie MacDonald,971
Linda Howard,972
Sue Miller,973
Sheri S. Tepper,974
Dr. Seuss,975
Theodor Seuss Geisel,976
Tobias Wolff,977
Isaac Bashevis Singer,978
Maurice Sendak,979
Gary Zukav,980
Alfred H. Kelly,981
Herman Belz,982
Winifred A. Harbison,983
John M. Cooper,984
D. S. Hutchinson,985
John M. Coop,986
B Kliban,987
Judy Blunt,988
William Trevor,989
Alice Walker,990
Stephen Gazi,991
Wallace Stegner,992
Don DeLillo,993
Ralph Ellison,994
Shel Silverstein,995
Jhumpa Lahiri,996
Liz Trigg,997
Tessa Evelegh,998
Stewart Walton,999
Sally Walto,1000
Charles Sullivan,1001
Tom Robbins,1002
Ursula Hegi,1003
Samuel Richardson,1004
George Sherburn,1005
Valerie Martin,1006
Gill Farrer-Halls,1007
John Mordock,1008
Myron Korach,1009
Susan Bowes,1010
Diana Gabaldon,1011
Zadie Smith,1012
Natalie Goldberg,1013
Sue Grafton,1014
William J. Kennedy,1015
Bob Shacochis,1016
Randy Alcorn,1017
Nancy Cobb,1018
Connie Grigsby,1019
Margriet De Moor,1020
Helga Van Beuningen,1021
Dale Carnegie,1022
Clifford Stoll,1023
Sandra Cisneros,1024
Gary Paulsen,1025
Marguerite Henry,1026
Wesley Dennis,1027
Sherry Garland,1028
Ann Druyan,1029
Kimberly Kirberger,1030
Ariella Papa,1031
Michael J. Rosen,1032
Dawn Chipman,1033
Pamela Nelson,1034
Mari Florence,1035
Naomi Wax,1036
Shannon Olson,1037
Naylor,1038
Karen Stolz,1039
Clare Naylor,1040
Stephen Chbosky,1041
Margaret Weis,1042
Tracy Hickman,1043
Ivan Doig,1044
Margaret Sayers Peden,1045
Sylvia Nasar,1046
Ha Jin,1047
Elizabeth Laird,1048
Harlan Ellison,1049
Margaret Sayers Peden From The Span,1050
David M. Gitlitz,1051
Dr. Linda Kay Davidson,1052
Wolfgang Hohlbein,1053
Christoph Hein,1054
Gaby Hauptmann,1055
Carolyn See,1056
Christa Wolf,1057
Thomas Brussig,1058
Piers Vitebsky,1059
Christopher A. Weidner,1060
Robert Silverberg,1061
Gabriele Haefs,1062
Christopher Tolkien,1063
H.P. Lovecraft,1064
Pamela Grim,1065
Arthur C. Clarke,1066
Jay Bennett,1067
J. Applegate,1068
Michael J. Straczynski,1069
John Myers Myers,1070
Reay Tannahill,1071
Jack Whyte,1072
STEPHEN R. DONALDSON,1073
Peter Matthiessen,1074
Paul Kent,1075
Robin McKinley,1076
Patricia McKillip,1077
Joan Vinge,1078
James,1079
Hank Whittemore,1080
Caroline Hebard,1081
Ellyn Satter,1082
Bill Brittain,1083
August Wilson,1084
Marilynne Robinson,1085
Sigrid Nunez,1086
Paul Auster,1087
Amanda Scott,1088
John Fowles,1089
Fodor's,1090
A'Lelia Bundles,1091
Dorothy L. Sayers,1092
Jude Deveraux,1093
Anne Morrow Lindbergh,1094
Laurie R. King,1095
Jeanne DuPrau,1096
Louise Erdrich,1097
Melinda Haynes,1098
Belle Yang,1099
Carol Shields,1100
Tim Powers,1101
Jean Lorrah,1102
John Beer,1103
Cordula Swoboda Herzog,1104
Barbara Erskine,1105
Annegrit Arens,1106
Susanne Höbel,1107
Hans J. Alpers,1108
Jerome D. Salinger,1109
Hermann Hesse,1110
Claudia Von Zglinicki,1111
Thorsten Futh,1112
Linda Lael Miller,1113
Anna Jennet,1114
Elaine Crawford,1115
Dian,1116
Jane Feather,1117
William R. Forstchen,1118
Spider Robinson,1119
Dennis L. McKiernan,1120
Rush,1121
Lionel Fenn,1122
Carole Halston,1123
Christine Rimmer,1124
BJ James,1125
Truman Capote,1126
Beth Nimmo,1127
Darrell Scott,1128
Steve Rabey,1129
Johann Wolfgang Von Goethe,1130
Michael Hulse,1131
Michael H,1132
Thomas Elsaesser,1133
Adrian Plass,1134
Bridget Plass,1135
Frank Mccourt,1136
Stephen Quirke,1137
James Herbert,1138
William Sutcliffe,1139
JANOSCH,1140
Jean De Brunhoff,1141
Jean DeBrunhoff,1142
Philippe Fix,1143
Claudia Keller,1144
F. Paul Wilson,1145
Wulf Bergner,1146
Arnold A. Lazarus,1147
Clifford N. Lazarus,1148
Christoph Tr,1149
Clarissa Pinkola Estés,1150
Mascha Rabben,1151
Virginia Allen Jensen,1152
Dorcas Woodbury Haller,1153
Janosch,1154
John Paul Allen,1155
Alan M. Clark,1156
Hubert Jr Selby,1157
G. B. Trudeau,1158
Gary Larson,1159
Garrison Keillor,1160
Berke Breathed,1161
Barbara Ann Kipfer,1162
Stephen Fried,1163
George Stephanopoulos,1164
Rita Mae Brown,1165
Elaine Showalter,1166
Elaine Showalte,1167
Cornelia Funke,1168
Oliver Latsch,1169
Stan Lee,1170
J Kirby,1171
Camille Paglia,1172
James Kahn,1173
Devra Newberger Speregen,1174
Richard,1175
James McBride,1176
Louis Sachar,1177
Adam Mccauley,1178
ANNE MCCAFFREY,1179
Eric Van Lustbader,1180
Robert Asprin,1181
B.M. Mooyaart,1182
Eleanor Roosevelt,1183
Marshall Govindan,1184
Nomi Eve,1185
Bruce Catton,1186
William Gibson,1187
Clement Eaton,1188
H.G. Wells,1189
Darrell K. Sweet,1190
Judy Collins,1191
Oliver Sacks,1192
Annette Broadrick,1193
Rachel Cohn,1194
Carolyn Keene,1195
Rachel Naomi Remen,1196
Jayne Ann Krentz,1197
Joan Smith,1198
Kaye Gibbons,1199
Bryn C. Collins,1200
Peter Jennings,1201
Todd Brewster,1202
Eliza Osborne,1203
Howard Norman,1204
John Griesemer,1205
Marly A. Swick,1206
John L'Heureux,1207
Molly Ivins,1208
Forrest Carter,1209
Umberto Eco,1210
Greg Bear,1211
Kathy Reichs,1212
Jeffrey Deaver,1213
Martin Cruz Smith,1214
V.C. Andrews,1215
Stephen Hill,1216
E.W. Heine,1217
Donna Fletcher,1218
Jeanne Larsen,1219
Bari Wood,1220
James Gould Cozzens,1221
Reidar Jonsson,1222
Marianne Ruuth,1223
June Vendall Clark,1224
Robert Reilly,1225
Kem Nunn,1226
Larry King,1227
Ernest J. Gaines,1228
Anne Lamott,1229
Bret Lott,1230
Zora Neale Hurston,1231
Jude Fisher,1232
Salman Rushdie,1233
G. P. Taylor,1234
Bill Bryson,1235
Ron Walotsky,1236
Judy Astley,1237
Roger E. Allen,1238
Margaret Tempest,1239
Maureen Bradley,1240
James Barclay,1241
Kahlil Gibran,1242
LIBBY PURVES,1243
Jane Kirkpatrick,1244
Tess Gerritsen,1245
Olive Ann Burns,1246
Michael Ende,1247
Ralph Manheim,1248
Annie Proulx,1249
Corrie Ten Boom,1250
John Sherrill,1251
Elizabeth Sherrill,1252
Bodie Thoene,1253
Brock Thoene,1254
Marlo Schalesky,1255
